_id,type,merchant_id,payer_id,purchase_date,amount,status,medium,description,created_at,merchant_name,category
7e749480e277ef3b7212c9cfcef3acd6,merchant,,account_123,2024-01-08,179.13,completed,balance,7-Eleven,2025-10-25T18:50:18.14712,7-Eleven,misc_pos
036dd3127c33a296ef9337c0f2ffc258,merchant,,account_123,2024-01-08,221.08,completed,balance,Spotify,2025-10-25T18:50:18.14712,Spotify,entertainment
210c2a8ab75418429b3faa02a2763539,merchant,,account_123,2024-01-09,35.31,completed,balance,HBO Max,2025-10-25T18:50:18.14712,HBO Max,entertainment
8156a77a97392fd16343b73e5d856fab,merchant,,account_123,2024-01-09,6.85,completed,balance,Dollar Tree,2025-10-25T18:50:18.14712,Dollar Tree,misc_pos
fc35e64b2f777b95fa43410bbe20b688,merchant,,account_123,2024-01-10,108.18,completed,balance,Costco,2025-10-25T18:50:18.14712,Costco,grocery_pos
d8cfe223a4445ee3e84eb4fcf5f47c42,merchant,,account_123,2024-01-10,6.74,completed,balance,CVS,2025-10-25T18:50:18.14712,CVS,personal_care
e56979379762ae3c8b6548d44cfd8574,merchant,,account_123,2024-01-11,74.63,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
5f8b1ccb5f7c4c2a00331f655c36b04d,merchant,,account_123,2024-01-11,78.16,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
b612763771121cfda7b0038c5d552c63,merchant,,account_123,2024-01-11,5.55,completed,balance,Etsy,2025-10-25T18:50:18.14712,Etsy,misc_net
d49213b8a8676ea44dfa77a0a2b99180,merchant,,account_123,2024-01-11,45.75,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
c9784e4d9aa81890dfc2a1eaadfcd1b7,merchant,,account_123,2024-01-11,48.39,completed,balance,ExxonMobil,2025-10-25T18:50:18.14712,ExxonMobil,gas_transport
f1fd3db9baa4d45d1fe51784c72b1eee,merchant,,account_123,2024-01-11,61.92,completed,balance,Chevron,2025-10-25T18:50:18.14712,Chevron,gas_transport
4f9735d342771674051e615cf108075a,merchant,,account_123,2024-01-11,159.63,completed,balance,Disney+,2025-10-25T18:50:18.14712,Disney+,entertainment
c3c3095fdf92c06bdb846667b8b5e851,merchant,,account_123,2024-01-11,12.93,completed,balance,Walgreens,2025-10-25T18:50:18.14712,Walgreens,personal_care
4bbb55c152e08e332764a596205e461b,merchant,,account_123,2024-01-11,62.18,completed,balance,Gymshark,2025-10-25T18:50:18.14712,Gymshark,health_fitness
b60988e721124495040f0846b78d4bbd,merchant,,account_123,2024-01-12,56.79,completed,balance,ExxonMobil,2025-10-25T18:50:18.14712,ExxonMobil,gas_transport
700b0bcc99b1a5ed1d82547ad4356edf,merchant,,account_123,2024-01-13,8.15,completed,balance,7-Eleven,2025-10-25T18:50:18.14712,7-Eleven,misc_pos
5e9c94ef5e51044616b70d3010e156f6,merchant,,account_123,2024-01-13,33.7,completed,balance,Planet Fitness,2025-10-25T18:50:18.14712,Planet Fitness,health_fitness
1c1307927e8455fff4519c1eff63de30,merchant,,account_123,2024-01-13,1.48,completed,balance,Oxxo,2025-10-25T18:50:18.14712,Oxxo,misc_pos
fe4e9fa549d56f19960ea4695f92827e,merchant,,account_123,2024-01-14,71.54,completed,balance,Whole Foods Online,2025-10-25T18:50:18.14712,Whole Foods Online,grocery_net
2f8661653331a8281eed5bf245b903f8,merchant,,account_123,2024-01-14,420.65,completed,balance,Gymshark,2025-10-25T18:50:18.14712,Gymshark,health_fitness
53a97635dc3e56676da258efe92f0a0b,merchant,,account_123,2024-01-14,65.98,completed,balance,Gymshark,2025-10-25T18:50:18.14712,Gymshark,health_fitness
5d2f281065a57b96c3e7d791c79a1730,merchant,,account_123,2024-01-14,1.37,completed,balance,Amazon,2025-10-25T18:50:18.14712,Amazon,shopping_net
f507a531b7741403db51fdb6acedfc0f,merchant,,account_123,2024-01-15,53.41,completed,balance,Amazon Fresh,2025-10-25T18:50:18.14712,Amazon Fresh,grocery_net
a1e142098f2fe76f6cfb53ba32f58f8f,merchant,,account_123,2024-01-15,7.47,completed,balance,Gymshark,2025-10-25T18:50:18.14712,Gymshark,health_fitness
848aac5382f1d022c1f1ee1bbefdf1ea,merchant,,account_123,2024-01-15,19.84,completed,balance,Build-A-Bear,2025-10-25T18:50:18.14712,Build-A-Bear,kids_pets
7e14b9960ca37155a9f63b610d9c5909,merchant,,account_123,2024-01-15,195.34,completed,balance,PetSmart,2025-10-25T18:50:18.14712,PetSmart,kids_pets
c99af5cfc085cdea019bfd23dd97bcb0,merchant,,account_123,2024-01-16,9.19,completed,balance,Apple Store,2025-10-25T18:50:18.14712,Apple Store,shopping_pos
e0aec8db86475cefbfac810b2897df6a,merchant,,account_123,2024-01-16,10.76,completed,balance,Walgreens,2025-10-25T18:50:18.14712,Walgreens,personal_care
9840bb2945cf04ad9a9824a01e34e3a1,merchant,,account_123,2024-01-16,33.91,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
5482f27802b245e18eb7220d95371245,merchant,,account_123,2024-01-17,6.63,completed,balance,7-Eleven,2025-10-25T18:50:18.14712,7-Eleven,misc_pos
25b63332303c4db6c9d91862f8874196,merchant,,account_123,2024-01-17,2.28,completed,balance,Zara,2025-10-25T18:50:18.14712,Zara,shopping_pos
b7b8fe440e0abf5e9b8cf1e27cafa385,merchant,,account_123,2024-01-17,170.54,completed,balance,Ulta Beauty,2025-10-25T18:50:18.14712,Ulta Beauty,personal_care
3d5cb1ba1ea94fb809fb1df48e53b42f,merchant,,account_123,2024-01-19,107.39,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
d05f6b890e07d7cbca828ff0d3eafd54,merchant,,account_123,2024-01-19,68.72,completed,balance,Chevron,2025-10-25T18:50:18.14712,Chevron,gas_transport
eec55970b6f1d8315783905193c26aff,merchant,,account_123,2024-01-19,372.46,completed,balance,Petco,2025-10-25T18:50:18.14712,Petco,kids_pets
e420d9607ae502389815c63f689eb1ee,merchant,,account_123,2024-01-19,114.72,completed,balance,AMC Theatres,2025-10-25T18:50:18.14712,AMC Theatres,entertainment
3586553c588e5bf2b7ea1cd148c9cf3a,merchant,,account_123,2024-01-19,37.0,completed,balance,Planet Fitness,2025-10-25T18:50:18.14712,Planet Fitness,health_fitness
223634609850b6ce9c6ff82a564e83ed,merchant,,account_123,2024-01-20,116.39,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
1e7d825f495abc076a6105b625ee768b,merchant,,account_123,2024-01-20,56.6,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
d9491cba0e4c37361fe6b690d5281bb4,merchant,,account_123,2024-01-20,3.24,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,travel
de20785545c4b2be935699c03d4995b1,merchant,,account_123,2024-01-20,46.49,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
a4055c8ae37352e8955447fc776ffa99,merchant,,account_123,2024-01-21,1639.42,completed,balance,Ebay,2025-10-25T18:50:18.14712,Ebay,shopping_net
b0b0ebf8d65dd3f59e77fd38b9390b68,merchant,,account_123,2024-01-21,128.37,completed,balance,LEGO Store,2025-10-25T18:50:18.14712,LEGO Store,kids_pets
464eb7f5b84c7a0637c1198647d710af,merchant,,account_123,2024-01-21,5.32,completed,balance,7-Eleven,2025-10-25T18:50:18.14712,7-Eleven,misc_pos
ba289810dbc695fe28f55745abd9e384,merchant,,account_123,2024-01-21,163.45,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
38e5956c99921f87b68e0232fd7830ef,merchant,,account_123,2024-01-21,23.45,completed,balance,AMC Theatres,2025-10-25T18:50:18.14712,AMC Theatres,entertainment
0c12673c32e68f62484d0beb1a3cf062,merchant,,account_123,2024-01-22,11.15,completed,balance,Instacart,2025-10-25T18:50:18.14712,Instacart,grocery_net
60b55e91b3ea0e1a719f481f75b5dc51,merchant,,account_123,2024-01-22,61.23,completed,balance,ExxonMobil,2025-10-25T18:50:18.14712,ExxonMobil,gas_transport
d88f2ffe5402a73f9350075d148eb69a,merchant,,account_123,2024-01-22,71.94,completed,balance,Instacart,2025-10-25T18:50:18.14712,Instacart,grocery_net
57f77d7bbb7d26c8ec09c47a9cf85603,merchant,,account_123,2024-01-22,39.69,completed,balance,Sephora,2025-10-25T18:50:18.14712,Sephora,personal_care
fe08e69b88c7402386895ae170aead7d,merchant,,account_123,2024-01-22,125.34,completed,balance,24 Hour Fitness,2025-10-25T18:50:18.14712,24 Hour Fitness,health_fitness
6f23dfc3e1061ef348cfde3ddf7fb96b,merchant,,account_123,2024-01-22,3.79,completed,balance,Temu,2025-10-25T18:50:18.14712,Temu,shopping_net
ee0ac193a8fc860834fa4694bb205212,merchant,,account_123,2024-01-22,2.69,completed,balance,Ebay,2025-10-25T18:50:18.14712,Ebay,shopping_net
0c8b99d21c160de80d24fc34cc902de4,merchant,,account_123,2024-01-23,94.48,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
1229fae67c052332956a8de1ace98a67,merchant,,account_123,2024-01-24,64.08,completed,balance,Amazon Fresh,2025-10-25T18:50:18.14712,Amazon Fresh,grocery_net
98436cf6bc059e7391d7434273d5eb0f,merchant,,account_123,2024-01-24,5.23,completed,balance,Best Buy,2025-10-25T18:50:18.14712,Best Buy,shopping_pos
9c39967567a8a206a529f05e603f640f,merchant,,account_123,2024-01-25,91.49,completed,balance,Sam's Club,2025-10-25T18:50:18.14712,Sam's Club,grocery_pos
454a44746dd4ab912366f65b20f41f13,merchant,,account_123,2024-01-25,22.86,completed,balance,Build-A-Bear,2025-10-25T18:50:18.14712,Build-A-Bear,kids_pets
6b888db4bf4380a4e3a26b1371acb0e3,merchant,,account_123,2024-01-25,74.49,completed,balance,KFC,2025-10-25T18:50:18.14712,KFC,food_dining
dc9487012c59c3a991eead44b392f2e5,merchant,,account_123,2024-01-27,106.72,completed,balance,Disney+,2025-10-25T18:50:18.14712,Disney+,entertainment
25dee25c3ec63fc17841d06e98cda13d,merchant,,account_123,2024-01-27,14.0,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
5069c3c60542050510b868ae85022729,merchant,,account_123,2024-01-27,76.53,completed,balance,Peloton,2025-10-25T18:50:18.14712,Peloton,health_fitness
c987ef73b144077df1ed184d660023a8,merchant,,account_123,2024-01-27,37.03,completed,balance,Sephora,2025-10-25T18:50:18.14712,Sephora,personal_care
2cf409aeadf184d985bd87b109e54038,merchant,,account_123,2024-01-28,74.23,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
6e3e1443241bfa76b1746a56c2fbf4c0,merchant,,account_123,2024-01-28,4.87,completed,balance,H&M,2025-10-25T18:50:18.14712,H&M,shopping_pos
8179cf9831fb6589ea0dbd325addaaac,merchant,,account_123,2024-01-28,5.96,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
3858f9d81d9a67dfd9d4a69fcc241938,merchant,,account_123,2024-01-28,3.59,completed,balance,PetSmart,2025-10-25T18:50:18.14712,PetSmart,kids_pets
94465083fccc76b19e65a1a339a63f7d,merchant,,account_123,2024-01-28,7.13,completed,balance,IKEA,2025-10-25T18:50:18.14712,IKEA,shopping_pos
e6eb6e470390a3d5933e489582401cd6,merchant,,account_123,2024-01-28,29.51,completed,balance,Petco,2025-10-25T18:50:18.14712,Petco,kids_pets
b5eef1506bf68d0b60b83b9b9ae4b9c7,merchant,,account_123,2024-01-28,9.88,completed,balance,Subway,2025-10-25T18:50:18.14712,Subway,food_dining
36a4c22bc087f1ecf9c8c6a574990908,merchant,,account_123,2024-01-29,25.44,completed,balance,LEGO Store,2025-10-25T18:50:18.14712,LEGO Store,kids_pets
5ff281f265566ca010dd87427b4d081f,merchant,,account_123,2024-01-29,65.08,completed,balance,Spotify,2025-10-25T18:50:18.14712,Spotify,entertainment
32976ecd9339bda3c97dd1b97e26deb6,merchant,,account_123,2024-01-30,54.37,completed,balance,BP,2025-10-25T18:50:18.14712,BP,gas_transport
b1e94c2fd8d3892cf62dd52caa9a5789,merchant,,account_123,2024-01-30,9.16,completed,balance,Ebay,2025-10-25T18:50:18.14712,Ebay,shopping_net
6ba941d082f81677e0d80b27e4084cff,merchant,,account_123,2024-01-31,53.74,completed,balance,Chevron,2025-10-25T18:50:18.14712,Chevron,gas_transport
a3dc0905d97145ecfe9f3123a5a0f8bd,merchant,,account_123,2024-01-31,84.96,completed,balance,Instacart,2025-10-25T18:50:18.14712,Instacart,grocery_net
56a52ecf9cf58452bb5ba48add4d303f,merchant,,account_123,2024-01-31,99.86,completed,balance,Target,2025-10-25T18:50:18.14712,Target,grocery_pos
2c698cd6b7d9f9512a0e02de1926c7fa,merchant,,account_123,2024-01-31,42.09,completed,balance,Chevron,2025-10-25T18:50:18.14712,Chevron,gas_transport
0cc4b0759b45da5fc298c64d3a10e4f6,merchant,,account_123,2024-01-31,47.44,completed,balance,Petco,2025-10-25T18:50:18.14712,Petco,kids_pets
f8c62e59797814f61459dabf6b440c46,merchant,,account_123,2024-02-01,32.62,completed,balance,Ulta Beauty,2025-10-25T18:50:18.14712,Ulta Beauty,personal_care
152170da2da5e2aa7ad80157f5d55030,merchant,,account_123,2024-02-01,110.42,completed,balance,Lowe’s,2025-10-25T18:50:18.14712,Lowe’s,home
88f87e00cb6f3e8d9e84a092e7798938,merchant,,account_123,2024-02-01,74.48,completed,balance,Petco,2025-10-25T18:50:18.14712,Petco,kids_pets
4e1b5981cfebf984981bcf4fdd05b7f4,merchant,,account_123,2024-02-02,135.34,completed,balance,HEB,2025-10-25T18:50:18.14712,HEB,grocery_pos
62ad865b22dc5083a61cd8c195ad729c,merchant,,account_123,2024-02-02,7.22,completed,balance,Subway,2025-10-25T18:50:18.14712,Subway,food_dining
d0f7279459d3a7ccae231da08f260f0a,merchant,,account_123,2024-02-03,17.11,completed,balance,PetSmart,2025-10-25T18:50:18.14712,PetSmart,kids_pets
9d0f2d0c4528039d886ac10788f2fe05,merchant,,account_123,2024-02-03,2.25,completed,balance,Gymshark,2025-10-25T18:50:18.14712,Gymshark,health_fitness
ff1b537545b150fab3950916d9f21eb0,merchant,,account_123,2024-02-04,48.6,completed,balance,BP,2025-10-25T18:50:18.14712,BP,gas_transport
b4f86cce9d5a86c59884676694161fd6,merchant,,account_123,2024-02-04,48.36,completed,balance,Oxxo,2025-10-25T18:50:18.14712,Oxxo,misc_pos
5788c4c4fd2794273f2922d11ac9b3bd,merchant,,account_123,2024-02-04,1.62,completed,balance,Best Buy,2025-10-25T18:50:18.14712,Best Buy,shopping_pos
5fa88abfc74c654b328b653fd041846a,merchant,,account_123,2024-02-04,8.19,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,misc_pos
27ab9ea3719e121c7a308ee0146d6f46,merchant,,account_123,2024-02-05,68.22,completed,balance,Costco,2025-10-25T18:50:18.14712,Costco,grocery_pos
6ebe8f1c7bedc1008a0c07480dc71875,merchant,,account_123,2024-02-05,80.42,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
e6cd14170007b1c8a9ac9347a9a99705,merchant,,account_123,2024-02-05,38.59,completed,balance,Amazon,2025-10-25T18:50:18.14712,Amazon,misc_net
01e43811548c56dc76fe743aa363cd50,merchant,,account_123,2024-02-05,117.27,completed,balance,Oxxo,2025-10-25T18:50:18.14712,Oxxo,misc_pos
7d92acbb2efc682e664f3ca210a8b545,merchant,,account_123,2024-02-05,4.27,completed,balance,LEGO Store,2025-10-25T18:50:18.14712,LEGO Store,kids_pets
e9d4d3d0f88e3207f06b69396ea9f854,merchant,,account_123,2024-02-05,10.02,completed,balance,Walgreens,2025-10-25T18:50:18.14712,Walgreens,personal_care
88d0afc947c33958ddba2c070e991906,merchant,,account_123,2024-02-05,6.02,completed,balance,IKEA,2025-10-25T18:50:18.14712,IKEA,shopping_pos
3f5b67b5a07315cf5df98becffd40e55,merchant,,account_123,2024-02-05,64.94,completed,balance,IKEA,2025-10-25T18:50:18.14712,IKEA,home
6773ecb5dc2b48becb963af7820cc757,merchant,,account_123,2024-02-06,103.89,completed,balance,Costco,2025-10-25T18:50:18.14712,Costco,grocery_pos
f3477eea25079226b855dcc309a17d3d,merchant,,account_123,2024-02-06,10.41,completed,balance,IKEA,2025-10-25T18:50:18.14712,IKEA,home
43cdb1b6833a74bf3a71044194d6ef01,merchant,,account_123,2024-02-07,73.73,completed,balance,BP,2025-10-25T18:50:18.14712,BP,gas_transport
fcc9c5c24921b337357c517a8bcf68fb,merchant,,account_123,2024-02-07,9.36,completed,balance,Apple Store,2025-10-25T18:50:18.14712,Apple Store,shopping_pos
ef01f60b902bddbf4ac1f15157babe88,merchant,,account_123,2024-02-07,28.04,completed,balance,CVS,2025-10-25T18:50:18.14712,CVS,personal_care
036c0832df60cd321e2e19abc44b37a7,merchant,,account_123,2024-02-07,47.01,completed,balance,Peloton,2025-10-25T18:50:18.14712,Peloton,health_fitness
43785e21fe314e25022c9bbea75b6840,merchant,,account_123,2024-02-08,8.8,completed,balance,Apple Store,2025-10-25T18:50:18.14712,Apple Store,shopping_pos
cc4a2a5b30ca0b06b12a3ba0be391090,merchant,,account_123,2024-02-08,47.8,completed,balance,Walgreens,2025-10-25T18:50:18.14712,Walgreens,personal_care
368100e948df391490cdec40a5fa5cea,merchant,,account_123,2024-02-09,67.57,completed,balance,Chevron,2025-10-25T18:50:18.14712,Chevron,gas_transport
667081ff21776ad399623b07b2b0f9a3,merchant,,account_123,2024-02-09,6.15,completed,balance,Temu,2025-10-25T18:50:18.14712,Temu,shopping_net
5d872ca5c00939107a6b5c4001d79351,merchant,,account_123,2024-02-09,13.72,completed,balance,IKEA,2025-10-25T18:50:18.14712,IKEA,home
e6100133ede5e6adb439008b226e089a,merchant,,account_123,2024-02-09,10.88,completed,balance,Build-A-Bear,2025-10-25T18:50:18.14712,Build-A-Bear,kids_pets
65cb3829f863bf27f21025c7b5cb4136,merchant,,account_123,2024-02-10,58.99,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
075d57f84bd42d6fc46bd4094832602f,merchant,,account_123,2024-02-10,29.67,completed,balance,Build-A-Bear,2025-10-25T18:50:18.14712,Build-A-Bear,kids_pets
1d1e2554d7f4b4ed260f90e43672a33b,merchant,,account_123,2024-02-10,145.21,completed,balance,PetSmart,2025-10-25T18:50:18.14712,PetSmart,kids_pets
378f454f9e838d294f0b73ed0517b1ea,merchant,,account_123,2024-02-10,7.39,completed,balance,Starbucks,2025-10-25T18:50:18.14712,Starbucks,food_dining
a38e8d4b96ff653ea0150634abc7b509,merchant,,account_123,2024-02-10,1.07,completed,balance,Best Buy,2025-10-25T18:50:18.14712,Best Buy,shopping_pos
e39642bf0184759a3b79e1c33d55121b,merchant,,account_123,2024-02-11,75.28,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
4fc865bf59fc8d7cebf085e5d3c38948,merchant,,account_123,2024-02-11,36.55,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
c525b23a6b5bb2ff109573f9020b5f0a,merchant,,account_123,2024-02-11,90.38,completed,balance,Sam's Club,2025-10-25T18:50:18.14712,Sam's Club,grocery_pos
94ed02c4222208517bdb49134137a105,merchant,,account_123,2024-02-11,208.57,completed,balance,Ulta Beauty,2025-10-25T18:50:18.14712,Ulta Beauty,personal_care
4c95d8981611c9fbff285320122eab39,merchant,,account_123,2024-02-11,1.59,completed,balance,Temu,2025-10-25T18:50:18.14712,Temu,shopping_net
da64d641c9a17c83bd7c543be2906a2e,merchant,,account_123,2024-02-12,7.84,completed,balance,Temu,2025-10-25T18:50:18.14712,Temu,shopping_net
fa1a52bb312eac6bcfb46b53f32349af,merchant,,account_123,2024-02-12,26.35,completed,balance,Wayfair,2025-10-25T18:50:18.14712,Wayfair,home
79b71fa73f41c31805949257c4e3f0c4,merchant,,account_123,2024-02-12,1.59,completed,balance,Walgreens,2025-10-25T18:50:18.14712,Walgreens,personal_care
219b87b6bbd13b883f7b5ebc71ddfa1f,merchant,,account_123,2024-02-13,66.59,completed,balance,Circle K,2025-10-25T18:50:18.14712,Circle K,gas_transport
9d6ad4a8ba73cfcb6433b9071077635f,merchant,,account_123,2024-02-13,36.26,completed,balance,Whole Foods Online,2025-10-25T18:50:18.14712,Whole Foods Online,grocery_net
6a95574b7e390990426e61cc56725b99,merchant,,account_123,2024-02-13,121.9,completed,balance,HEB,2025-10-25T18:50:18.14712,HEB,grocery_pos
0199c506928b8f72b69a65e98c2ddd3d,merchant,,account_123,2024-02-13,21.14,completed,balance,PetSmart,2025-10-25T18:50:18.14712,PetSmart,kids_pets
c991c73a11e3179e36470a8ac6fa1233,merchant,,account_123,2024-02-14,89.04,completed,balance,Costco,2025-10-25T18:50:18.14712,Costco,grocery_pos
8c48bcc8d8ee7842cbceaa94215c90e0,merchant,,account_123,2024-02-14,166.27,completed,balance,McDonald's,2025-10-25T18:50:18.14712,McDonald's,food_dining
46967b635820968e180e9b6e613689ed,merchant,,account_123,2024-02-14,4.86,completed,balance,Amazon,2025-10-25T18:50:18.14712,Amazon,misc_net
8e253eda845bd9fd8f1b24f6eb926940,merchant,,account_123,2024-02-15,64.46,completed,balance,Walmart,2025-10-25T18:50:18.14712,Walmart,grocery_pos
1961eb5696c9a42b5f8513a7b20ad5ee,merchant,,account_123,2024-02-15,97.71,completed,balance,HEB,2025-10-25T18:50:18.14712,HEB,grocery_pos
f232f9fb218ccd0f5e3fe343f5dc180d,merchant,,account_123,2024-02-15,2.84,completed,balance,Dollar Tree,2025-10-25T18:50:18.14712,Dollar Tree,misc_pos
2923b4f673b5ea34cd7baf08efdbe19b,merchant,,account_123,2024-02-15,67.48,completed,balance,Peloton,2025-10-25T18:50:18.14712,Peloton,health_fitness
26d27ab1a0060095ce9ca96a42462a3a,merchant,,account_123,2024-02-16,66.73,completed,balance,BP,2025-10-25T18:50:18.14712,BP,gas_transport
30ac1e2161648dd93d43d75b48f23350,merchant,,account_123,2024-02-16,45.07,completed,balance,Disney+,2025-10-25T18:50:18.14712,Disney+,entertainment
dc56f153a1a922fd216512a674fb9693,merchant,,account_123,2024-02-17,85.69,completed,balance,CVS,2025-10-25T18:50:18.14712,CVS,personal_care
367260963a76c9baf48407c5b9b3bc35,merchant,,account_123,2024-02-17,36.16,completed,balance,Build-A-Bear,2025-10-25T18:50:18.14712,Build-A-Bear,kids_pets
86352390df0f7e1b0048c16a8706bfe3,merchant,,account_123,2024-02-18,8.64,completed,balance,Amazon,2025-10-25T18:50:18.14712,Amazon,misc_net
626278d4fa10b04a2ec37a07edc3050c,merchant,,account_123,2024-02-18,46.95,completed,balance,Whole Foods Online,2025-10-25T18:50:18.14712,Whole Foods Online,grocery_net
4b30131b5f230ede7bc40cb8da140095,merchant,,account_123,2024-02-18,70.71,completed,balance,Starbucks,2025-10-25T18:50:18.14712,Starbucks,food_dining
3416d71e1cda9430dcb33b894c6612a5,merchant,,account_123,2024-02-18,1.92,completed,balance,Apple Store,2025-10-25T18:50:18.14712,Apple Store,shopping_pos
9b7bd38718e8022d8b8a10a4411c563a,merchant,,account_123,2024-02-18,4.9,completed,balance,Nike.com,2025-10-25T18:50:18.14712,Nike.com,shopping_net
